buscoID	query_chr	position	assigned_chr	status
2787at7088	SUPER_16	2639245.0	SUPER_11	self
2788at7088	SUPER_15	9025742.5	SUPER_7	self
2791at7088	SUPER_15	19964983.0	SUPER_7	self
2796at7088	SUPER_1	15446915.5	SUPER_10	self
2797at7088	SUPER_14	5800457.5	SUPER_16	self
2798at7088	SUPER_1	9667236.5	SUPER_10	self
2802at7088	SUPER_9	9143234.0	SUPER_8:4551269-4560193	SUPER_8:4551269-4560193
2803at7088	SUPER_Z	33100271.0	SUPER_2	self
2804at7088	SUPER_21	9212158.5	SUPER_25	self
2805at7088	SUPER_7	6676193.5	SUPER_3	self
2811at7088	SUPER_9	27068282.0	SUPER_8	self
2813at7088	SUPER_20	3917313.0	SUPER_22	self
2815at7088	SUPER_9	20276159.5	SUPER_8	self
2816at7088	SUPER_4	16329218.0	SUPER_5	self
2818at7088	SUPER_8	10824994.0	SUPER_14	self
2819at7088	SUPER_21	1826432.5	SUPER_25:892727-900461	SUPER_25:892727-900461
2821at7088	SUPER_13	19497858.5	SUPER_15	self
2829at7088	SUPER_1	26025412.0	SUPER_20	SUPER_20
2830at7088	SUPER_1	6716856.0	SUPER_10	self
2833at7088	SUPER_Z	35132537.0	SUPER_2	self
2834at7088	SUPER_5	14780190.5	SUPER_6	self
2835at7088	SUPER_14	19404877.0	SUPER_16	self
2842at7088	SUPER_15	19108504.5	SUPER_7	self
2845at7088	SUPER_2	28513995.5	SUPER_13	self
2848at7088	SUPER_3	28051704.0	SUPER_1	self
2855at7088	SUPER_10	3046297.0	SUPER_21	self
2857at7088	SUPER_7	9215571.0	SUPER_3	self
2859at7088	SUPER_9	13218501.5	SUPER_8	self
2860at7088	SUPER_4	27092854.0	SUPER_5	self
2864at7088	SUPER_13	18449079.5	SUPER_15	self
2873at7088	SUPER_1	24244849.0	SUPER_20	SUPER_20
2877at7088	SUPER_25	8387736.0	SUPER_24	self
2884at7088	SUPER_4	27933033.0	SUPER_5	self
2885at7088	SUPER_17	4887570.5	SUPER_17	self
2890at7088	SUPER_2	31006232.0	SUPER_13	self
2891at7088	SUPER_3	14421615.0	SUPER_1	self
2893at7088	SUPER_13	15557892.5	SUPER_15	self
2895at7088	SUPER_3	10383121.0	SUPER_1	self
2902at7088	SUPER_Z	24994175.0	SUPER_Z	SUPER_Z
2905at7088	SUPER_Z	20890654.0	SUPER_Z	SUPER_Z
2906at7088	SUPER_21	2941752.0	SUPER_25	self
2910at7088	SUPER_14	10017163.5	SUPER_16	self
2912at7088	SUPER_3	16288834.0	SUPER_1	self
2913at7088	SUPER_1	24073570.0	SUPER_20	SUPER_20
2917at7088	SUPER_3	16101033.5	SUPER_1	self
2918at7088	SUPER_11	3380380.5	SUPER_9	self
2926at7088	SUPER_7	10324795.0	SUPER_3	self
2928at7088	SUPER_6	18350177.0	SUPER_4	self
2930at7088	SUPER_12	13985826.5	SUPER_12	self
2931at7088	SUPER_Z	38837733.5	SUPER_2	self
2932at7088	SUPER_19	16996273.5	SUPER_18	self
2934at7088	SUPER_2	14332307.0	SUPER_13	self
2935at7088	SUPER_3	25974612.0	SUPER_1	self
2936at7088	SUPER_17	8537485.5	SUPER_17	self
2938at7088	SUPER_Z	20148711.0	SUPER_Z	SUPER_Z
2939at7088	SUPER_20	1056577.0	SUPER_22	self
2940at7088	SUPER_12	12344812.5	SUPER_12	self
2942at7088	SUPER_Z	18623468.0	SUPER_Z	SUPER_Z
2943at7088	SUPER_5	20702885.0	SUPER_6	self
2945at7088	SUPER_12	13621020.5	SUPER_12	self
2948at7088	SUPER_14	10006406.0	SUPER_16	self
2949at7088	SUPER_3	15891106.5	SUPER_1	self
2952at7088	SUPER_18	11648238.0	SUPER_19	self
2953at7088	SUPER_Z	40036488.0	SUPER_2	self
2959at7088	SUPER_20	5644387.5	SUPER_22	self
2965at7088	SUPER_1	2224825.0	SUPER_10	self
2966at7088	SUPER_6	22240322.0	SUPER_4	self
2972at7088	SUPER_3	18077132.5	SUPER_1	self
2976at7088	SUPER_13	16095005.0	SUPER_15	self
2978at7088	SUPER_1	24885110.0	SUPER_20	SUPER_20
2979at7088	SUPER_3	1949547.0	SUPER_1	self
2980at7088	SUPER_15	20254249.5	SUPER_7	self
2981at7088	SUPER_3	13816196.5	SUPER_1	self
2982at7088	SUPER_5	3922830.0	SUPER_6	self
2984at7088	SUPER_Z	57755516.5	SUPER_2	self
2987at7088	SUPER_1	6893557.5	SUPER_10	self
2990at7088	SUPER_16	6843138.0	SUPER_11	self
2991at7088	SUPER_3	20450482.5	SUPER_1	self
2994at7088	SUPER_13	25223188.0	SUPER_15	self
2995at7088	SUPER_12	10815253.5	SUPER_12	self
2998at7088	SUPER_13	6277450.0	SUPER_15	self
2999at7088	SUPER_11	25452858.5	SUPER_9	self
3000at7088	SUPER_20	2188194.5	SUPER_22	self
3003at7088	SUPER_Z	2618538.0	SUPER_Z	SUPER_Z
3004at7088	SUPER_1	36030192.0	SUPER_20	SUPER_20
3005at7088	SUPER_7	11600081.0	SUPER_3	self
3006at7088	SUPER_2	23166735.5	SUPER_13	self
3010at7088	SUPER_19	6790359.0	SUPER_18	self
3012at7088	SUPER_1	11657762.5	SUPER_10	self
3016at7088	SUPER_8	24813585.5	SUPER_14	self
3018at7088	SUPER_Z	20078102.5	SUPER_Z	SUPER_Z
3021at7088	SUPER_7	19004697.0	SUPER_3	self
3023at7088	SUPER_19	19962813.0	SUPER_17	SUPER_17
3025at7088	SUPER_13	13742691.5	SUPER_15	self
3026at7088	SUPER_13	6421577.5	SUPER_15	self
3027at7088	SUPER_2	12738488.5	SUPER_23	SUPER_23
3029at7088	SUPER_3	10429724.5	SUPER_1	self
3030at7088	SUPER_18	7517022.0	SUPER_19	self
3032at7088	SUPER_12	921169.0	SUPER_12	self
3040at7088	SUPER_7	8635675.5	SUPER_3	self
3042at7088	SUPER_13	1294405.5	SUPER_15	self
3045at7088	SUPER_1	14730715.0	SUPER_10	self
3047at7088	SUPER_5	9611181.0	SUPER_6	self
3048at7088	SUPER_2	35284310.0	SUPER_13	self
3051at7088	SUPER_1	24908452.0	SUPER_20	SUPER_20
3053at7088	SUPER_22	8985413.0	SUPER_26	self
3055at7088	SUPER_3	10587108.0	SUPER_1	self
3057at7088	SUPER_11	23639399.5	SUPER_9	self
3059at7088	SUPER_16	15830207.0	SUPER_11	self
3065at7088	SUPER_25	13582649.5	SUPER_24	self
3066at7088	SUPER_13	25184508.0	SUPER_15	self
3067at7088	SUPER_9	23160668.5	SUPER_8	self
3069at7088	SUPER_23	11632201.5	SUPER_30	self
3071at7088	SUPER_7	15738524.0	SUPER_3	self
3074at7088	SUPER_13	7072899.0	SUPER_15	self
3075at7088	SUPER_5	3222790.0	SUPER_6	self
3078at7088	SUPER_7	20279334.5	SUPER_3	self
3079at7088	SUPER_7	9514029.0	SUPER_3	self
3080at7088	SUPER_11	13064156.5	SUPER_9	self
3084at7088	SUPER_7	7464191.5	SUPER_3	self
3086at7088	SUPER_2	28711252.5	SUPER_13	self
3093at7088	SUPER_2	33069614.5	SUPER_13	self
3094at7088	SUPER_9	24404090.0	SUPER_8	self
3104at7088	SUPER_22	3876915.5	SUPER_26	self
3105at7088	SUPER_19	8581834.5	SUPER_18	self
3107at7088	SUPER_15	15782580.5	SUPER_7	self
3110at7088	SUPER_1	7660941.5	SUPER_10	self
3114at7088	SUPER_13	7897461.5	SUPER_15	self
3115at7088	SUPER_Z	19981206.0	SUPER_Z	SUPER_Z
3122at7088	SUPER_16	2160017.5	SUPER_11	self
3123at7088	SUPER_5	3363412.0	SUPER_6	self
3125at7088	SUPER_12	13164134.0	SUPER_12	self
3126at7088	SUPER_16	21120991.0	SUPER_11	self
3127at7088	SUPER_14	11702051.0	SUPER_16	self
3128at7088	SUPER_14	3639486.5	SUPER_16	self
3129at7088	SUPER_14	19358743.5	SUPER_16	self
3131at7088	SUPER_4	8092033.0	SUPER_5	self
3132at7088	SUPER_18	17192191.5	SUPER_19	self
3133at7088	SUPER_2	35519992.0	SUPER_13	self
3135at7088	SUPER_16	9078503.0	SUPER_11	self
3137at7088	SUPER_17	5370479.0	SUPER_17	self
3144at7088	SUPER_4	1097181.0	SUPER_5	self
3145at7088	SUPER_5	22115364.0	SUPER_6	self
3152at7088	SUPER_3	17986290.0	SUPER_1	self
3153at7088	SUPER_14	9998064.0	SUPER_16	self
3155at7088	SUPER_14	445519.5	SUPER_16	self
3159at7088	SUPER_13	9039341.5	SUPER_15	self
3160at7088	SUPER_2	37107930.0	SUPER_13	self
3162at7088	SUPER_Z	21476611.0	SUPER_Z	SUPER_Z
3163at7088	SUPER_3	30206062.0	SUPER_1	self
3165at7088	SUPER_Z	13431150.5	SUPER_Z	SUPER_Z
3166at7088	SUPER_11	9848167.0	SUPER_9	self
3167at7088	SUPER_1	23430775.0	SUPER_10	self
3174at7088	SUPER_8	21730517.5	SUPER_14	self
3175at7088	SUPER_Z	39734482.5	SUPER_2	self
3178at7088	SUPER_17	15978941.5	SUPER_17	self
3180at7088	SUPER_17	8530843.0	SUPER_17	self
3183at7088	SUPER_7	24792961.5	SUPER_3	self
3187at7088	SUPER_19	17756873.0	SUPER_18	self
3188at7088	SUPER_18	20627259.5	SUPER_19	self
3195at7088	SUPER_Z	40329011.0	SUPER_2	self
3197at7088	SUPER_Z	45709941.0	SUPER_2	self
3198at7088	SUPER_11	13406048.0	SUPER_9	self
3200at7088	SUPER_19	18758162.5	SUPER_18	self
3204at7088	SUPER_20	9691430.0	SUPER_22	self
3207at7088	SUPER_9	16290381.5	SUPER_8	self
3209at7088	SUPER_1	36188225.5	SUPER_20	SUPER_20
3211at7088	SUPER_18	11604619.5	SUPER_19	self
3212at7088	SUPER_6	22393248.0	SUPER_4	self
3216at7088	SUPER_20	7623214.0	SUPER_22	self
3218at7088	SUPER_7	11657750.0	SUPER_3	self
3219at7088	SUPER_1	15514671.5	SUPER_10	self
3220at7088	SUPER_21	16513402.0	SUPER_25	self
3221at7088	SUPER_14	6954602.5	SUPER_16	self
3224at7088	SUPER_16	16898201.0	SUPER_11	self
3225at7088	SUPER_18	5147456.0	SUPER_19	self
3226at7088	SUPER_9	13931421.0	SUPER_8	self
3228at7088	SUPER_8	19230466.0	SUPER_14	self
3231at7088	SUPER_20	1474716.0	SUPER_22	self
3234at7088	SUPER_19	9580969.0	SUPER_18	self
3237at7088	SUPER_Z	16875645.0	SUPER_Z	SUPER_Z
3241at7088	SUPER_7	15533557.0	SUPER_3	self
3242at7088	SUPER_17	16239480.0	SUPER_17	self
3245at7088	SUPER_Z	16290596.0	SUPER_Z	SUPER_Z
3248at7088	SUPER_5	3949888.5	SUPER_6	self
3250at7088	SUPER_4	5140656.5	SUPER_5	self
3251at7088	SUPER_1	6207940.5	SUPER_10	self
3253at7088	SUPER_18	17778578.0	SUPER_19	self
3254at7088	SUPER_11	13143005.0	SUPER_9	self
3255at7088	SUPER_4	22327135.0	SUPER_5	self
3257at7088	SUPER_16	19797319.5	SUPER_11	self
3258at7088	SUPER_15	2359559.5	SUPER_7	self
3259at7088	SUPER_2	23653019.0	SUPER_13	self
3265at7088	SUPER_9	15160466.5	SUPER_8	self
3269at7088	SUPER_7	12737841.0	SUPER_3	self
3272at7088	SUPER_16	16545453.5	SUPER_11	self
3273at7088	SUPER_7	5976931.5	SUPER_3	self
3275at7088	SUPER_7	9418874.5	SUPER_3	self
3276at7088	SUPER_16	16719974.0	SUPER_11	self
3277at7088	SUPER_3	16117045.5	SUPER_1	self
3278at7088	SUPER_Z	53471012.5	SUPER_2	self
3279at7088	SUPER_Z	22841544.0	SUPER_Z	SUPER_Z
3287at7088	SUPER_6	16991557.0	SUPER_4	self
3290at7088	SUPER_6	22280692.5	SUPER_4	self
3293at7088	SUPER_9	22912367.5	SUPER_8	self
3297at7088	SUPER_17	9468325.0	SUPER_17	self
3298at7088	SUPER_9	25870842.0	SUPER_8	self
3306at7088	SUPER_1	13120568.5	SUPER_10	self
3307at7088	SUPER_12	8135887.0	SUPER_12	self
3312at7088	SUPER_18	17491908.0	SUPER_19	self
3313at7088	SUPER_17	16246475.5	SUPER_17	self
3314at7088	SUPER_20	14967039.0	SUPER_22	self
3315at7088	SUPER_18	9675086.0	SUPER_19	self
3323at7088	SUPER_19	10205774.0	SUPER_18	self
3324at7088	SUPER_1	37710531.0	SUPER_20	SUPER_20
3326at7088	SUPER_3	17834136.0	SUPER_1	self
3327at7088	SUPER_13	10151914.5	SUPER_15	self
3330at7088	SUPER_2	32418215.5	SUPER_13	self
3331at7088	SUPER_20	6998907.0	SUPER_22	self
3332at7088	SUPER_17	19136649.5	SUPER_17	self
3338at7088	SUPER_6	18337362.5	SUPER_4	self
3339at7088	SUPER_Z	39193080.5	SUPER_2	self
3343at7088	SUPER_3	13299929.0	SUPER_1	self
3345at7088	SUPER_8	15080743.5	SUPER_14	self
3348at7088	SUPER_5	5318644.0	SUPER_6	self
3351at7088	SUPER_19	3855796.0	SUPER_18	self
3352at7088	SUPER_2	7958775.0	SUPER_23	SUPER_23
3353at7088	SUPER_10	14846077.5	SUPER_21	self
3356at7088	SUPER_11	6836713.0	SUPER_9	self
3358at7088	SUPER_20	1032890.5	SUPER_22	self
3359at7088	SUPER_1	24858975.5	SUPER_20	SUPER_20
3361at7088	SUPER_13	11812891.5	SUPER_15	self
3362at7088	SUPER_21	1786500.5	SUPER_25	self
3363at7088	SUPER_20	1082393.0	SUPER_22	self
3364at7088	SUPER_20	11554014.0	SUPER_22	self
3365at7088	SUPER_18	12638299.5	SUPER_19	self
3366at7088	SUPER_11	13500509.5	SUPER_9	self
3368at7088	SUPER_12	9086918.5	SUPER_12	self
3372at7088	SUPER_10	23292251.5	SUPER_21	self
3373at7088	SUPER_11	11773740.5	SUPER_9	self
3381at7088	SUPER_4	1322422.5	SUPER_5	self
3383at7088	SUPER_23	8917536.5	SUPER_30	self
3384at7088	SUPER_Z	15657751.0	SUPER_Z	SUPER_Z
3387at7088	SUPER_3	17729382.0	SUPER_1	self
3388at7088	SUPER_1	6693918.5	SUPER_10	self
3390at7088	SUPER_14	24130966.0	SUPER_16	self
3393at7088	SUPER_7	23345459.0	SUPER_3	self
3396at7088	SUPER_3	14963204.0	SUPER_1	self
3400at7088	SUPER_6	15147775.0	SUPER_4	self
3401at7088	SUPER_14	12908839.0	SUPER_16	self
3402at7088	SUPER_14:16148344-16150113	16164939.5	SUPER_16:7964841-7966619	self
3404at7088	SUPER_9	14315953.5	SUPER_8	self
3409at7088	SUPER_20	13985006.5	SUPER_22	self
3410at7088	SUPER_2	18995656.5	SUPER_13	self
3416at7088	SUPER_22	7384651.5	SUPER_26	self
3417at7088	SUPER_Z	41914233.5	SUPER_2	self
3419at7088	SUPER_3	26058425.0	SUPER_1	self
3424at7088	SUPER_1	12316213.5	SUPER_10	self
3430at7088	SUPER_14	14994801.5	SUPER_16	self
3431at7088	SUPER_7	16627554.5	SUPER_3	self
3433at7088	SUPER_Z	44198565.0	SUPER_2	self
3435at7088	SUPER_16	12031062.0	SUPER_11	self
3442at7088	SUPER_13	13650040.0	SUPER_15	self
3443at7088	SUPER_22	12101066.0	SUPER_26	self
3447at7088	SUPER_Z	10051596.0	SUPER_Z	SUPER_Z
3451at7088	SUPER_6	12441655.0	SUPER_4	self
3453at7088	SUPER_5	14031557.5	SUPER_6	self
3460at7088	SUPER_9	12097599.0	SUPER_8	self
3468at7088	SUPER_2	25749273.0	SUPER_13	self
3471at7088	SUPER_4	12471403.0	SUPER_5	self
3473at7088	SUPER_11	9862961.5	SUPER_9	self
3474at7088	SUPER_18	11618011.5	SUPER_19	self
3477at7088	SUPER_15	19873210.5	SUPER_7	self
3478at7088	SUPER_Z	3237352.0	SUPER_Z	SUPER_Z
3479at7088	SUPER_14	7721643.5	SUPER_16	self
3480at7088	SUPER_7	23889253.5	SUPER_3	self
3485at7088	SUPER_6	20036383.0	SUPER_4	self
3486at7088	SUPER_11	2233622.5	SUPER_9	self
3489at7088	SUPER_7	1430411.0	SUPER_3	self
3491at7088	SUPER_18	19452327.5	SUPER_19	self
3493at7088	SUPER_4	16343911.5	SUPER_5	self
3494at7088	SUPER_5	7726105.0	SUPER_6	self
3496at7088	SUPER_1	7685977.5	SUPER_10	self
3497at7088	SUPER_20	12547969.0	SUPER_22	self
3503at7088	SUPER_1	31782608.0	SUPER_20	SUPER_20
3504at7088	SUPER_Z	45116383.0	SUPER_2	self
3507at7088	SUPER_15	22034695.0	SUPER_7	self
3508at7088	SUPER_6	9724751.0	SUPER_4	self
3510at7088	SUPER_Z	41771346.0	SUPER_2	self
3514at7088	SUPER_17	17447596.5	SUPER_17	self
3516at7088	SUPER_19	8254270.0	SUPER_18	self
3517at7088	SUPER_1	14031316.5	SUPER_10	self
3519at7088	SUPER_16	10792594.0	SUPER_11	self
3520at7088	SUPER_12	13124494.0	SUPER_12	self
3521at7088	SUPER_18	16873061.0	SUPER_19	self
3524at7088	SUPER_5	14726859.5	SUPER_6	self
3526at7088	SUPER_18	6432664.0	SUPER_19	self
3528at7088	SUPER_17	3776880.5	SUPER_17	self
3529at7088	SUPER_14	6923529.0	SUPER_16	self
3537at7088	SUPER_13	7167236.5	SUPER_15	self
3539at7088	SUPER_3	15117359.5	SUPER_1	self
3541at7088	SUPER_9	24302342.0	SUPER_8	self
3542at7088	SUPER_2	27878053.5	SUPER_13	self
3548at7088	SUPER_Z	58416077.0	SUPER_2	self
3549at7088	SUPER_26	8139601.5	SUPER_28	self
3551at7088	SUPER_6	18035701.5	SUPER_4	self
3556at7088	SUPER_15	7068211.5	SUPER_7	self
3558at7088	SUPER_7	8321507.5	SUPER_3	self
3563at7088	SUPER_6	11920822.5	SUPER_4	self
3564at7088	SUPER_1	9856122.0	SUPER_10	self
3567at7088	SUPER_14	2072725.0	SUPER_16	self
3571at7088	SUPER_1	20044997.0	SUPER_10	self
3577at7088	SUPER_8	3944817.5	SUPER_14	self
3580at7088	SUPER_4	7098002.0	SUPER_5	self
3584at7088	SUPER_Z	21871396.5	SUPER_Z	SUPER_Z
3587at7088	SUPER_14	15737138.5	SUPER_16	self
3589at7088	SUPER_15	20157302.5	SUPER_7	self
3592at7088	SUPER_12	10537195.5	SUPER_12	self
3594at7088	SUPER_9	15752474.5	SUPER_8	self
3595at7088	SUPER_Z	41387722.5	SUPER_2	self
3597at7088	SUPER_6	28024281.0	SUPER_4	self
3598at7088	SUPER_1	6632816.5	SUPER_10	self
3599at7088	SUPER_8	7585375.5	SUPER_14	self
3600at7088	SUPER_14	17936028.0	SUPER_16	self
3602at7088	SUPER_6	14745804.0	SUPER_4	self
3604at7088	SUPER_3	28078211.5	SUPER_1	self
3607at7088	SUPER_2	3747327.5	SUPER_23	SUPER_23
3608at7088	SUPER_27	4164086.5	SUPER_27	self
3611at7088	SUPER_26	4548776.0	SUPER_28	self
3616at7088	SUPER_20	6647142.0	SUPER_22	self
3618at7088	SUPER_8	7304127.0	SUPER_14	self
3631at7088	SUPER_7	11587727.5	SUPER_3	self
3633at7088	SUPER_9	7000241.5	SUPER_8	self
3634at7088	SUPER_Z	49596809.5	SUPER_2	self
3641at7088	SUPER_3	5645296.5	SUPER_1	self
3648at7088	SUPER_7	6884752.0	SUPER_3	self
3653at7088	SUPER_15	13068994.5	SUPER_7	self
3656at7088	SUPER_Z	9888829.5	SUPER_Z	SUPER_Z
3658at7088	SUPER_14	6942914.0	SUPER_16	self
3659at7088	SUPER_Z	43305903.5	SUPER_2	self
3660at7088	SUPER_11	16852776.0	SUPER_9	self
3662at7088	SUPER_11	17504285.0	SUPER_9	self
3663at7088	SUPER_15	17509769.0	SUPER_7	self
3664at7088	SUPER_9	12085901.0	SUPER_8	self
3665at7088	SUPER_7	1895027.5	SUPER_3	self
3666at7088	SUPER_3	18305841.5	SUPER_1	self
3667at7088	SUPER_3	5481160.5	SUPER_1	self
3668at7088	SUPER_Z	11753854.0	SUPER_Z	SUPER_Z
3671at7088	SUPER_9	17025006.0	SUPER_8	self
3672at7088	SUPER_9	25923124.5	SUPER_8	self
3673at7088	SUPER_12	9647670.5	SUPER_12	self
3675at7088	SUPER_3	4327824.0	SUPER_1	self
3678at7088	SUPER_12	13910771.0	SUPER_12	self
3680at7088	SUPER_7	11038088.0	SUPER_3	self
3681at7088	SUPER_27	9437050.0	SUPER_27	self
3683at7088	SUPER_24	12632041.0	SUPER_29	self
3684at7088	SUPER_Z	53954991.5	SUPER_2	self
3686at7088	SUPER_Z	1273081.5	SUPER_Z	SUPER_Z
3689at7088	SUPER_9	5071681.0	SUPER_8	self
3695at7088	SUPER_19	3269030.0	SUPER_18	self
3709at7088	SUPER_Z	46341436.5	SUPER_2	self
3718at7088	SUPER_15	11533943.0	SUPER_7	self
3722at7088	SUPER_25	9646008.5	SUPER_24	self
3725at7088	SUPER_11	21717887.0	SUPER_9	self
3726at7088	SUPER_14	21295381.0	SUPER_16	self
3727at7088	SUPER_14	14066168.5	SUPER_16	self
3730at7088	SUPER_23	7669603.0	SUPER_30	self
3735at7088	SUPER_6	15383164.0	SUPER_4	self
3742at7088	SUPER_7	21563033.0	SUPER_3	self
3743at7088	SUPER_3	27767218.0	SUPER_1	self
3745at7088	SUPER_5	20100256.0	SUPER_6	self
3749at7088	SUPER_14	16033791.0	SUPER_16	self
3753at7088	SUPER_19	13473914.5	SUPER_18	self
3756at7088	SUPER_8	10551607.5	SUPER_14	self
3760at7088	SUPER_7	14711475.5	SUPER_3	self
3767at7088	SUPER_18	12427133.5	SUPER_19	self
3774at7088	SUPER_2	9624188.0	SUPER_23	SUPER_23
3775at7088	SUPER_13	7743351.5	SUPER_15	self
3779at7088	SUPER_14	13409510.5	SUPER_16	self
3780at7088	SUPER_20	5480542.0	SUPER_22	self
3785at7088	SUPER_9	24335999.5	SUPER_8	self
3791at7088	SUPER_13	2117916.0	SUPER_15	self
3793at7088	SUPER_2	30914517.5	SUPER_13	self
3794at7088	SUPER_17	591497.0	SUPER_17	self
3795at7088	SUPER_Z	14672702.0	SUPER_Z	SUPER_Z
3799at7088	SUPER_Z	58937928.0	SUPER_2	self
3800at7088	SUPER_Z	14552842.0	SUPER_Z	SUPER_Z
3802at7088	SUPER_5	21973788.0	SUPER_6	self
3804at7088	SUPER_6	22294638.5	SUPER_4	self
3807at7088	SUPER_16	11155095.0	SUPER_11	self
3811at7088	SUPER_Z	22708404.0	SUPER_Z	SUPER_Z
3817at7088	SUPER_1	26745078.0	SUPER_20	SUPER_20
3818at7088	SUPER_24	11473797.0	SUPER_29	self
3821at7088	SUPER_7	1260886.0	SUPER_3	self
3823at7088	SUPER_15	23016802.5	SUPER_7	self
3825at7088	SUPER_7	11529892.5	SUPER_3	self
3827at7088	SUPER_8	13948265.0	SUPER_14	self
3829at7088	SUPER_13	2954526.5	SUPER_15	self
3830at7088	SUPER_11	13020496.0	SUPER_9	self
3833at7088	SUPER_16	18951655.5	SUPER_11	self
3834at7088	SUPER_9	17028858.0	SUPER_8	self
3839at7088	SUPER_2	36720938.5	SUPER_13	self
3840at7088	SUPER_2	5120430.0	SUPER_23	SUPER_23
3842at7088	SUPER_6	12625287.0	SUPER_4	self
3845at7088	SUPER_13	11822201.0	SUPER_15	self
3853at7088	SUPER_19	6779524.5	SUPER_18	self
3855at7088	SUPER_19	4761187.0	SUPER_18	self
3859at7088	SUPER_3	27728856.0	SUPER_1	self
3860at7088	SUPER_17	13969383.5	SUPER_17	self
3864at7088	SUPER_18	9634909.0	SUPER_19	self
3865at7088	SUPER_21	10856140.5	SUPER_25	self
3866at7088	SUPER_24	16329043.0	SUPER_29	self
3869at7088	SUPER_9	10704565.5	SUPER_8	self
3870at7088	SUPER_3	15017893.5	SUPER_1	self
3872at7088	SUPER_8	26971532.5	SUPER_14	self
3873at7088	SUPER_6	931908.0	SUPER_4	self
3874at7088	SUPER_5	12668592.0	SUPER_6	self
3876at7088	SUPER_9	21840126.0	SUPER_8	self
3882at7088	SUPER_1	21589895.0	SUPER_10	self
3885at7088	SUPER_Z	58827234.5	SUPER_2	self
3887at7088	SUPER_3	14681713.5	SUPER_1	self
3888at7088	SUPER_6	18085632.5	SUPER_4	self
3889at7088	SUPER_7	15721611.0	SUPER_3	self
3890at7088	SUPER_1	33081850.0	SUPER_20	SUPER_20
3898at7088	SUPER_16	19931835.5	SUPER_11	self
3899at7088	SUPER_Z	45623328.0	SUPER_2	self
3904at7088	SUPER_18	16763046.5	SUPER_19	self
3905at7088	SUPER_20	7377722.5	SUPER_22	self
3908at7088	SUPER_Z	53491880.0	SUPER_2	self
3911at7088	SUPER_14	19481900.0	SUPER_16	self
3912at7088	SUPER_1	13424972.0	SUPER_10	self
3915at7088	SUPER_14	23730364.0	SUPER_16	self
3916at7088	SUPER_12	9959421.0	SUPER_12	self
3919at7088	SUPER_16	20085934.0	SUPER_11	self
3921at7088	SUPER_3	3193358.5	SUPER_1	self
3923at7088	SUPER_18	4743514.0	SUPER_19	self
3924at7088	SUPER_13	8227830.0	SUPER_15	self
3925at7088	SUPER_4	5392217.0	SUPER_5	self
3926at7088	SUPER_24	6703386.0	SUPER_29	self
3929at7088	SUPER_16	16645438.0	SUPER_11	self
3931at7088	SUPER_7	17936730.5	SUPER_3	self
3938at7088	SUPER_9	10299913.0	SUPER_8	self
3939at7088	SUPER_11	16636261.0	SUPER_9	self
3946at7088	SUPER_2	8049851.5	SUPER_23	SUPER_23
3947at7088	SUPER_20	9878636.5	SUPER_22	self
3949at7088	SUPER_19	7729199.5	SUPER_18	self
3955at7088	SUPER_8	20389860.0	SUPER_14	self
3956at7088	SUPER_16	17921511.0	SUPER_11	self
3963at7088	SUPER_3	7888240.5	SUPER_1	self
3964at7088	SUPER_12	13146957.0	SUPER_12	self
3966at7088	SUPER_9	14303954.5	SUPER_8	self
3969at7088	SUPER_9	13489720.0	SUPER_8	self
3973at7088	SUPER_12	1525792.5	SUPER_12	self
3975at7088	SUPER_13	8114187.0	SUPER_15	self
3982at7088	SUPER_13	8327954.0	SUPER_15	self
3985at7088	SUPER_Z	16590822.0	SUPER_Z	SUPER_Z
3989at7088	SUPER_2	3833753.0	SUPER_23	SUPER_23
3990at7088	SUPER_Z	52415533.5	SUPER_2	self
3994at7088	SUPER_8	8043519.5	SUPER_14	self
3997at7088	SUPER_9	22819432.5	SUPER_8	self
3998at7088	SUPER_4	8782764.5	SUPER_5	self
4002at7088	SUPER_7	12182184.5	SUPER_3	self
4008at7088	SUPER_12	13030966.5	SUPER_12	self
4009at7088	SUPER_7	19021280.0	SUPER_3	self
4010at7088	SUPER_3	5361044.0	SUPER_1	self
4011at7088	SUPER_21	4145419.0	SUPER_25	self
4013at7088	SUPER_13	1470696.0	SUPER_15	self
4017at7088	SUPER_Z	21388181.5	SUPER_Z	SUPER_Z
4020at7088	SUPER_15	16059121.5	SUPER_7	self
4021at7088	SUPER_8	20502435.5	SUPER_14	self
4024at7088	SUPER_16	5028338.0	SUPER_11	self
4025at7088	SUPER_17	12762020.0	SUPER_17	self
4027at7088	SUPER_20	9593579.0	SUPER_22	self
4029at7088	SUPER_21	18073822.5	SUPER_25	self
4030at7088	SUPER_8	19177101.5	SUPER_14	self
4031at7088	SUPER_9	12769477.0	SUPER_8	self
4032at7088	SUPER_15	9608350.0	SUPER_7	self
4036at7088	SUPER_14	14334777.5	SUPER_16	self
4037at7088	SUPER_6	9388174.0	SUPER_4	self
4041at7088	SUPER_7	16828600.0	SUPER_3	self
4043at7088	SUPER_12	23875330.0	SUPER_12	self
4046at7088	SUPER_17	22535703.5	SUPER_17	self
4052at7088	SUPER_5	10120543.5	SUPER_6	self
4059at7088	SUPER_6	13389814.5	SUPER_4	self
4063at7088	SUPER_25	8368957.0	SUPER_24	self
4064at7088	SUPER_5	3571754.0	SUPER_6	self
